260,J
220,M
82,C
210,K
93,F
180,G
59,G
133,G
75,B
177,O
123,A
272,O
106,U
114,I
238,D
248,N
118,S
114,W
62,A
154,C
28,C
195,L
275,W
12,D
55,M
105,B
243,J
276,G
259,P
57,Q
246,B
298,S
109,M
242,O
275,Q
134,P
104,P
238,M
249,I
107,U
133,I
157,R
62,S
108,S
8,X
9,Q
211,H
86,D
145,M
160,X
33,X
148,H
159,W
72,I
21,M
185,C
283,E
270,Y
5,L
45,H
249,O
245,G
272,I
0,P
205,I
111,I
185,M
61,L
287,X
257,M
160,U
71,U
59,M
6,L
86,Z
291,R
17,Y
151,A
297,W
131,A
98,U
197,A
106,Q
256,F
89,W
225,C
281,M
108,C
130,E
214,Z
140,J
4,M
25,L
50,C
195,J
299,I
180,F
89,L
288,H
125,V
272,Z
120,R
236,G
37,L
172,F
106,M
256,Y
151,A
229,T
246,T
64,C
153,B
194,J
227,G
272,H
253,A
66,V
254,C
149,O
205,X
148,U
231,N
288,Q
250,V
81,E
275,H
287,O
169,P
286,V
211,Y
240,Y
252,M
57,S
139,C
253,U
85,X
164,Z
139,W
206,Z
269,S
285,A
9,R
105,G
78,Y
182,H
277,P
90,F
229,G
162,K
195,E
183,H
233,B
174,X
172,H
277,J
149,X
260,I
72,U
244,B
233,W
187,Z
269,I
166,C
153,F
165,A
10,M
31,N
208,M
34,D
284,W
234,X
46,A
31,B
117,X
287,B
161,O
149,H
287,U
222,P
3,P
185,E
148,D
130,O
82,V
230,U
269,F
119,R
267,P
170,X
142,V
14,L
203,O
103,D
95,U
268,Z
76,A
172,P
197,U
227,P
192,W
93,Q
145,X
179,T
76,O
205,C
104,W
261,O
286,I
19,E
297,X
259,N
119,V
116,V
14,A
266,J
158,L
134,D
42,Y
130,A
90,Z
236,T
91,H
145,A
35,B
131,W
69,A
288,Q
69,C
298,Q
217,M
271,O
35,V
278,J
26,H
217,T
97,N
270,V
247,G
97,O
22,H
223,Q
115,U
226,F
74,J
101,U
27,W
191,L
268,C
260,H
299,P
99,F
196,C
276,A
117,N
129,J
242,H
257,W
79,L
253,Y
109,S
107,Z
144,L
33,F
144,O
78,Z
124,T
128,T
192,A
226,J
83,I
298,H
139,R
84,S
177,E
45,H
94,P
14,M
33,S
209,Z
256,V
