27,P
47,R
184,X
62,Q
178,B
150,D
81,U
262,U
31,Z
152,X
102,Y
189,A
121,W
16,R
145,G
187,I
187,W
117,X
159,L
36,J
23,F
179,N
221,I
105,N
128,P
289,N
22,E
117,P
68,R
5,C
215,O
12,V
82,F
126,O
69,J
119,R
257,U
25,L
291,Q
241,M
219,R
75,F
221,D
91,W
74,O
176,J
29,M
200,M
98,F
15,D
245,P
65,S
76,I
203,S
134,O
286,H
104,D
243,K
186,X
126,X
187,A
62,Q
275,H
199,K
117,L
223,C
25,L
51,G
232,X
109,H
151,I
224,C
251,V
227,D
26,W
112,P
187,W
50,A
40,O
104,W
209,E
126,X
26,N
209,Q
37,K
164,B
66,A
38,W
276,K
178,A
272,G
107,A
26,D
224,V
181,U
181,D
92,W
104,H
67,R
158,U
231,L
30,O
69,E
93,U
7,J
77,J
133,C
188,Q
109,W
228,V
109,S
48,K
176,S
234,Z
232,K
164,K
55,X
53,P
31,H
13,A
148,A
86,R
233,U
246,F
134,B
67,B
96,A
261,S
188,F
170,I
123,E
145,E
235,R
205,F
154,H
97,D
219,C
4,P
263,W
143,F
262,T
24,W
24,R
158,I
95,H
79,Z
221,L
209,B
64,W
292,W
158,O
131,Y
296,K
15,Q
187,C
101,V
137,F
111,P
30,R
161,P
159,R
118,G
48,A
282,M
114,P
0,D
160,W
293,K
143,B
48,N
86,W
9,Y
164,O
149,Y
249,S
279,P
51,J
193,R
44,K
23,W
126,Q
85,N
20,Z
12,F
113,A
50,Q
108,Z
71,A
5,V
24,O
206,F
24,O
198,C
163,X
289,L
127,V
186,G
129,K
257,J
200,P
112,M
105,T
80,D
103,R
53,U
235,U
220,A
128,A
30,C
16,U
281,C
215,W
84,O
274,P
67,V
244,G
237,L
97,V
298,G
36,Z
277,U
231,A
280,C
22,X
206,L
141,I
175,H
159,Y
214,S
271,D
299,H
198,H
217,M
271,K
31,Q
111,A
27,N
190,J
97,Q
259,A
66,O
213,B
25,I
110,R
233,L
180,Y
149,Z
44,E
270,M
138,C
43,H
292,J
225,Z
3,M
229,T
119,V
122,J
152,O
171,E
33,L
242,D
102,J
172,D
119,F
285,W
186,X
225,G
247,E
5,Q
202,I
32,I
290,I
262,J
166,A
250,X
165,Y
104,N
216,R
129,F
82,N
203,P
84,K
258,B
167,E
49,S
223,R
91,J
124,K
234,I
84,Y
285,L
231,S
34,D
290,V
179,I
219,I
162,B
271,G
177,Y
106,F
228,Q
15,C
194,J
144,J
262,O
161,G
217,O
74,I
250,L
56,L
107,U
244,G
32,H
163,Q
123,T
86,L
257,G
273,P
84,W
215,U
82,U
185,Z
194,I
145,B
214,A
191,T
228,V
142,K
279,M
240,Y
191,C
295,R
198,X
102,T
169,W
53,F
158,E
109,G
15,V
107,P
208,S
130,H
183,B
269,S
73,R
147,D
54,P
151,P
98,Y
108,J
74,N
14,A
78,R
111,Z
229,D
5,K
239,G
181,G
75,O
121,A
180,B
167,A
167,Z
232,H
20,O
69,N
199,L
169,N
122,R
106,X
43,J
143,W
22,I
265,G
293,Y
177,V
254,P
264,L
115,Q
248,Z
50,B
124,H
263,R
52,E
206,V
223,X
125,D
128,R
167,B
116,B
53,I
206,X
262,Q
19,L
42,K
129,L
199,Y
10,F
219,X
49,I
2,Y
236,N
277,J
230,Q
265,S
153,S
98,C
148,C
295,E
250,H
51,X
287,K
199,Z
9,X
286,H
157,C
202,O
208,E
188,T
187,T
196,R
105,A
276,E
55,O
223,T
296,N
62,X
216,D
5,W
232,F
213,F
187,G
174,I
91,J
177,G
152,H
88,N
118,Q
100,H
14,C
37,N
230,O
140,D
238,A
239,R
128,P
215,N
293,Y
283,B
201,E
57,A
272,C
21,J
123,D
298,K
227,A
137,D
194,T
297,X
118,P
12,T
30,T
229,U
25,I
207,U
67,I
279,R
5,K
223,O
60,R
97,R
268,K
238,F
255,Z
0,H
104,C
272,C
11,D
242,Y
176,C
207,U
136,M
257,X
281,N
33,Z
125,I
249,P
149,V
106,U
269,C
105,X
92,F
271,K
142,L
59,L
9,L
96,W
97,R
75,A
241,D
257,Q
295,L
288,Q
176,V
32,Z
148,N
58,L
169,N
97,U
104,C
160,V
198,R
264,J
240,V
82,L
173,F
106,S
89,A
111,E
143,K
88,L
21,X
4,V
25,S
282,T
100,D
279,I
77,N
252,Z
219,X
133,H
73,W
13,L
24,F
85,S
220,R
246,X
31,Y
282,C
254,K
274,R
130,I
107,A
99,T
77,V
209,W
265,Q
68,A
232,D
78,A
183,U
253,Q
54,W
238,X
113,Q
252,E
245,O
154,Q
6,O
40,B
61,E
247,I
50,J
91,D
84,M
157,Y
260,J
174,P
288,U
131,Y
32,T
237,K
43,Y
177,F
176,A
276,I
158,C
172,U
111,A
82,T
265,M
40,U
73,I
253,N
144,M
157,U
160,K
83,B
97,I
9,K
211,U
94,A
194,W
160,K
196,U
41,O
3,O
140,D
273,O
80,M
134,P
180,U
68,G
91,L
9,J
221,U
200,V
287,Z
187,C
47,P
63,T
51,J
142,W
276,X
49,E
160,M
54,Z
217,B
142,N
185,M
296,L
10,S
49,U
275,F
144,S
38,Q
97,A
114,O
2,P
64,T
192,O
197,K
100,X
118,A
218,E
73,Q
286,C
198,A
222,Z
18,L
88,P
36,Q
216,I
40,O
100,I
168,S
8,J
207,C
16,Z
165,Z
201,R
242,R
283,B
112,J
2,X
296,D
61,O
281,E
